Sector_12,Fiscal_Year,Budget_Amount,GDP_Growth_Rate,Inflation_CPI,Exchange_Rate_USD,Fiscal_Deficit_GDP,Global_GDP_Growth,Election_Year,High_Inflation,GDP_Growth_Lag1,Inflation_Lag1,Sector_Share_GDP,Year_End,Budget_Lag1,Budget_Lag2,Budget_Growth_Lag1,Sector_Share_Lag1,Sector_Share_Growth,Budget_Log,Share_Log,Budget_Log_Diff1,Share_Log_Diff1,Budget_LogDiff1_MA3,Share_LogDiff1_MA3,Trend,Inflation_x_Election,GDPGrowth_x_Election
agriculture forestry fishing,05-06,27237.86,8.06073257166651,4.2,44.27,4.0,4.1,0.0,0.0,,,18.2,2006,,,,,,10.212363196237582,2.9014215940827497,,,,,1,0.0,0.0
agriculture forestry fishing,06-07,38240.82,7.6608150670107,6.6,45.28,3.4,4.3,0.0,1.0,8.06073257166651,4.2,17.9,2007,27237.86,,0.4039583139057179,18.2,-0.016483516483516536,10.551658810450073,2.884800712846709,0.33929561421249055,-0.016620881236040663,0.33929561421249055,-0.016620881236040663,2,0.0,0.0
agriculture forestry fishing,07-08,44713.380000000005,3.08669805921981,6.2,40.24,2.7,3.0,0.0,1.0,7.6608150670107,6.6,17.7,2008,38240.82,27237.86,0.16925787679239113,17.9,-0.011173184357541888,10.708028064670776,2.8735646395797834,0.1563692542207029,-0.011236073266925661,0.24783243421659673,-0.013928477251483162,3,0.0,0.0
agriculture forestry fishing,09-10,86589.42,8.49758470221235,12.3,47.42,6.4,4.6,1.0,1.0,7.86188883286074,9.1,17.6,2010,44713.380000000005,38240.82,0.9365438264787853,17.7,-0.005649717514124131,11.368932916186361,2.8678989020441064,0.6609048515155855,-0.005665737535677007,0.3855232399829263,-0.011174230679547778,4,12.3,8.49758470221235
agriculture forestry fishing,10-11,93610.87,5.24131619937695,10.5,45.58,6.5,3.3,0.0,1.0,8.49758470221235,12.3,17.6,2011,86589.42,44713.380000000005,0.08108900602406166,17.6,0.0,11.446901788201462,2.8678989020441064,0.07796887201510039,0.0,0.29841432591712963,-0.005633936934200889,5,0.0,0.0
agriculture forestry fishing,11-12,104371.66,5.45638755166587,8.4,47.92,5.9,3.5,0.0,1.0,5.24131619937695,10.5,17.5,2012,93610.87,86589.42,0.11495235542624482,17.6,-0.005681818181818232,11.555713461641146,2.8622008809294686,0.10881167343968379,-0.005698021114637797,0.28256179899012324,-0.0037879195501049345,6,0.0,0.0
agriculture forestry fishing,12-13,109450.59,6.38610640094825,10.2,53.21,5.9,3.4,0.0,1.0,5.45638755166587,8.4,17.1,2013,104371.66,93610.87,0.048661964368488464,17.5,-0.022857142857142798,11.60322849352579,2.8390784635086144,0.0475150318846449,-0.02312241742085419,0.07809852577980969,-0.009606812845163995,7,0.0,0.0
agriculture forestry fishing,13-14,115835.73,7.41022760508854,9.4,60.5,4.5,3.6,0.0,1.0,6.38610640094825,10.2,17.0,2014,109450.59,104371.66,0.05833810489281044,17.1,-0.005847953216374324,11.659928345752308,2.833213344056216,0.05669985222651697,-0.005865119452398204,0.07100885251694855,-0.011561852662630065,8,0.0,0.0
agriculture forestry fishing,15-16,21637.71,8.25630550179086,4.9,65.46,3.9,3.3,0.0,0.0,7.99625378571471,5.9,16.1,2016,115835.73,109450.59,-0.8132034908400025,17.0,-0.05294117647058816,9.982192904809985,2.7788192719904172,-1.6777354409423229,-0.05439407206579894,-0.5245068522770536,-0.027793869646350444,9,0.0,0.0
agriculture forestry fishing,16-17,41329.78,6.79538341897911,4.5,67.07,3.5,3.8,0.0,0.0,8.25630550179086,4.9,15.6,2017,21637.71,115835.73,0.910081057561082,16.1,-0.03105590062111807,10.62933858448169,2.747270914255491,0.6471456796717057,-0.031548357734926036,-0.32462996968136676,-0.030602516417707726,10,0.0,0.0
